gene_id,uniprot_id,concentration_uM,pKapp
TRIO,Q0KL02,#N/A,#N/A
SCRN2,Q8VCA8,#N/A,#N/A
S12A4,Q9JIS8,0.0384066607498805,#N/A
OTU1,Q8CB27,#N/A,#N/A
ACL6B,Q99MR0,#N/A,#N/A
MY18A,Q9JMH9,0.0525400630595489,#N/A
ANO6,Q6P9J9,0.0521208912965794,#N/A
WASC5,Q8C2E7,0.0298745240884117,#N/A
TELO2,Q9DC40,#N/A,#N/A
UFL1,Q8CCJ3,0.244893564749532,#N/A
T22D1,P62500,#N/A,#N/A
STAR9,Q80TF6,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
SDSL,Q8R238,#N/A,#N/A
WRIP1,Q91XU0,#N/A,#N/A
MPI,Q924M7,0.0106892352866335,#N/A
ASCC1,Q9D8Z1,#N/A,#N/A
PA24A,P47713,1.18906994113747,#N/A
SC16A,E9QAT4,0.00456582386360659,4.55680846626645
PPCEL,Q8C167,#N/A,#N/A
DGLB,Q91WC9,#N/A,#N/A
NAA40,Q8VE10,0.0519967804287037,#N/A
HEAT3,Q8BQM4,0.122844100546993,#N/A
RNF14,Q9JI90,#N/A,#N/A
AN13A,Q80UP5,0.0207297310157842,#N/A
AFAP1,Q80YS6,#N/A,#N/A
TMUB2,Q3V209,#N/A,#N/A
REPS1,O54916,0.473207894647507,#N/A
CAF1B,Q9D0N7,0.0420452940132265,#N/A
TRI32,Q8CH72,0.00346857422347947,#N/A
TPC13,Q3TIR1,0.0226490944732063,#N/A
KTI12,Q9D1R2,0.0518648918900404,#N/A
TPC12,Q8K2L8,0.0607290794414086,#N/A
STAM2,O88811,0.0680733514136434,#N/A
TAOK1,Q5F2E8,0.00919099116370133,#N/A
#N/A,#N/A,#N/A,#N/A
COMD5,Q8R395,0.0868152004886513,#N/A
MYEF2,Q8C854,0.055932448440363,4.15689746373439
SEC12,Q9WUQ2,0.178147625460236,#N/A
FABD,Q8R3F5,0.0138804643894499,#N/A
NAA30,Q8CES0,#N/A,#N/A
HSP13,Q8BM72,0.0608015676497086,#N/A
AKTIP,Q64362,#N/A,#N/A
MRCKB,Q7TT50,#N/A,#N/A
ASB9,Q91ZT8,#N/A,#N/A
GPN3,Q9D3W4,#N/A,#N/A
MAPK2,P49138,0.406029776926292,#N/A
RIOK2,Q9CQS5,0.0467805175367647,#N/A
APC4,Q91W96,0.044068387471788,#N/A
#N/A,#N/A,#N/A,#N/A
MET16,Q9CQG2,0.0739210074743041,3.99245429906452
SVIL,Q8K4L3,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
DHX36,Q8VHK9,0.0553622653557761,#N/A
EXOC1,Q8R3S6,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
RIN1,Q921Q7,#N/A,#N/A
PLIN2,P43883,#N/A,#N/A
RAE2,Q9QZD5,#N/A,#N/A
RPTOR,Q8K4Q0,0.0181668049909669,#N/A
ANM7,Q922X9,0.0296018880777589,#N/A
VPS41,Q5KU39,0.0650229655901554,#N/A
SUN1,Q9D666,#N/A,#N/A
FHI2A,Q8CDM8,#N/A,#N/A
HAUS1,Q8BHX1,#N/A,#N/A
STRBP,Q91WM1,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
SRRM1,Q52KI8,0.0181638383260002,4.84710122733888
PTSS1,Q99LH2,#N/A,#N/A
DPH2,Q9CR25,0.124310850433961,#N/A
UBP8,Q80U87,0.0496736304395284,#N/A
TMTC3,Q8BRH0,0.00413411492383946,#N/A
UBP13,Q5BKP2,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
MIC25,Q91VN4,0.0431291407648936,#N/A
CNOT2,Q8C5L3,0.0360637654051226,#N/A
RMXL1,Q91VM5,#N/A,#N/A
AURKA,P97477,0.0157726256375749,#N/A
SPB8,O08800,0.181908202737563,#N/A
PSME4,Q5SSW2,0.00549165458037352,#N/A
MRP4,E9Q236,0.0131156368281482,#N/A
NXN,P97346,#N/A,#N/A
DICER,Q8R418,#N/A,#N/A
GALT3,P70419,#N/A,#N/A
GLRX2,Q923X4,#N/A,#N/A
TCAF1,Q8BNE1,#N/A,#N/A
SBNO1,Q689Z5,0.028480967475809,#N/A
RUSD2,Q149F1,0.020216340857547,#N/A
CCD9B,A3KGF9,#N/A,#N/A
ZGPAT,Q8VDM1,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
STK39,Q9Z1W9,#N/A,#N/A
SORT,Q6PHU5,#N/A,#N/A
VTI1B,O88384,0.081543718618908,#N/A
TM115,Q9WUH1,#N/A,#N/A
ERD22,Q9CQM2,#N/A,#N/A
KT3K,Q8K274,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
2A5G,Q60996,0.0170844963327017,#N/A
MON2,Q80TL7,0.00688706421074589,#N/A
PDPK1,Q9Z2A0,0.0252530076415836,#N/A
MIER1,Q5UAK0,#N/A,#N/A
SOSB1,Q8R2Y9,0.102392910248375,#N/A
EXOC2,Q9D4H1,0.0187117937745103,#N/A
SNX16,Q8C080,#N/A,#N/A
EXOC5,Q3TPX4,#N/A,#N/A
MAEA,Q4VC33,0.48843589801318,#N/A
KCTD9,Q80UN1,#N/A,#N/A
CDC20,Q9JJ66,#N/A,#N/A
MLH1,Q9JK91,0.0037449246475117,#N/A
DDX56,Q9D0R4,#N/A,#N/A
TGO1,Q8BI84,0.00772599738453451,4.88472285221754
SRC,P05480,0.0532781065601749,#N/A
WDR18,Q4VBE8,0.0690087981579018,#N/A
NOM1,Q3UFM5,#N/A,#N/A
PO2F1,P25425,0.0167806377170742,#N/A
FSTL1,Q62356,#N/A,#N/A
AGRIN,A2ASQ1,#N/A,#N/A
ARI1A,A2BH40,0.0228293175545014,#N/A
DDX54,Q8K4L0,0.001176417849449,#N/A
#N/A,#N/A,#N/A,#N/A
TIGAR,Q8BZA9,0.253319899334413,#N/A
NBN,Q9R207,0.00992034393449748,#N/A
#N/A,#N/A,#N/A,#N/A
EPMIP,Q8VEH5,#N/A,#N/A
MK06,Q61532,#N/A,#N/A
SPRY4,Q91WK1,#N/A,#N/A
LYAG,P70699,0.0481987911379548,#N/A
PARG,O88622,#N/A,#N/A
IGBP1,Q61249,0.1164362449212,#N/A
RAB4A,P56371,#N/A,#N/A
C19L1,Q8CI33,0.0143986097846233,#N/A
TEFM,Q5SSK3,#N/A,#N/A
LARP4,Q8BWW4,0.232664988337231,4.15729100626292
SHCAF,Q8C8M1,#N/A,#N/A
ATG2A,Q6P4T0,#N/A,#N/A
KAT3,Q71RI9,#N/A,#N/A
COG4,Q8R1U1,0.00439134400988267,#N/A
#N/A,#N/A,#N/A,#N/A
LEGL,Q8VED9,#N/A,#N/A
ETHE1,Q9DCM0,0.0237196792598736,#N/A
RPOM,Q8BKF1,#N/A,#N/A
ERBIN,Q80TH2,0.00131385597729908,#N/A
ACSF2,Q8VCW8,#N/A,#N/A
NGDN,Q9DB96,0.198936250617776,#N/A
T161A,Q8VCA6,#N/A,#N/A
F264,Q6DTY7,#N/A,#N/A
SAP3,Q60648,#N/A,#N/A
TMF1,B9EKI3,#N/A,#N/A
DESP,E9Q557,0.0113776322278708,#N/A
ITIH1,Q61702,#N/A,#N/A
CYTSB,Q5SXY1,0.126389100585922,5.01240239357527
SRPK2,O54781,0.0211479738111409,#N/A
NIPS1,O55125,0.0253653120271634,#N/A
LGMN,O89017,0.488078502528957,#N/A
NFIC,P70255,#N/A,#N/A
AB17B,Q7M759,#N/A,#N/A
TBC9B,Q5SVR0,#N/A,#N/A
DYSF,Q9ESD7,#N/A,#N/A
QTRT2,B8ZXI1,0.00659398094825192,#N/A
ARHGI,Q6P9R4,#N/A,#N/A
EGLN1,Q91YE3,#N/A,#N/A
STRP1,Q8C079,0.0207653011452316,#N/A
PTPRC,P06800,0.76038490291856,#N/A
CDK12,Q14AX6,#N/A,#N/A
ZNRF2,Q71FD5,#N/A,#N/A
KI20B,Q80WE4,#N/A,#N/A
CCD97,Q9DBT3,0.0310154926765729,#N/A
GTR3,P32037,#N/A,#N/A
HEM4,P51163,#N/A,#N/A
GOLM1,Q91XA2,0.168963311016993,#N/A
CRBN,Q8C7D2,#N/A,#N/A
BPHL,Q8R164,#N/A,#N/A
STX4,P70452,0.0151774353306471,#N/A
CGAT2,Q8C1F4,#N/A,#N/A
SUGP1,Q8CH02,#N/A,#N/A
BRD2,Q7JJ13,0.00715269037547359,#N/A
CEP97,Q9CZ62,#N/A,#N/A
SKA3,Q8C263,#N/A,#N/A
UBR1,O70481,#N/A,#N/A
ORNT1,Q9WVD5,#N/A,#N/A
HELZ2,E9QAM5,#N/A,#N/A
PARD3,Q99NH2,#N/A,#N/A
MFS10,Q9D2V8,0.0439691115233758,#N/A
GCFC2,Q8BKT3,0.000338160733224457,#N/A
WIPI4,Q91VM3,#N/A,#N/A
IBP4,P47879,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
FKB15,Q6P9Q6,0.123757292816928,#N/A
UBE4B,Q9ES00,0.0608090326275345,#N/A
SYNEM,Q70IV5,#N/A,#N/A
EIF2D,Q61211,0.0136323550366215,#N/A
ENPP4,Q8BTJ4,#N/A,#N/A
KIF14,L0N7N1,#N/A,#N/A
TFP11,Q9ERA6,0.00300715324776883,#N/A
CTU2,Q3U308,0.0573454586576343,#N/A
DHYS,Q3TXU5,#N/A,#N/A
CNDD3,Q6ZQK0,0.0223656398159069,#N/A
MEPCE,Q8K3A9,0.0176402368348073,4.29056834813582
RPA49,Q8K202,#N/A,#N/A
MEF2D,Q63943,0.0532747330925081,#N/A
AKAP1,O08715,0.0237509123792298,#N/A
KS6A3,P18654,0.0637967654134151,#N/A
ARMX2,Q6A058,#N/A,#N/A
RRP1,P56183,0.0549395138331102,#N/A
BECN1,O88597,#N/A,#N/A
HGFA,Q9R098,#N/A,#N/A
ZN346,Q9R0B7,#N/A,#N/A
TPC6B,Q9D289,0.0291491263912817,#N/A
NU4M,P03911,#N/A,#N/A
FKB14,P59024,#N/A,#N/A
SIR1,Q923E4,0.0255314785741598,#N/A
ARY1,P50294,#N/A,#N/A
BUB1B,Q9Z1S0,0.018436159316082,#N/A
MGDP1,Q9D967,0.12281676927847,#N/A
#N/A,#N/A,#N/A,#N/A
BIG2,A2A5R2,#N/A,#N/A
G6PE,Q8CFX1,0.156251764042522,#N/A
KCNN4,O89109,#N/A,#N/A
MA2B1,O09159,0.0422763242533496,#N/A
PCP,Q7TMR0,0.0619528530206057,#N/A
APC10,Q8K2H6,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
PEF1,Q8BFY6,0.143677635370811,#N/A
#N/A,#N/A,#N/A,#N/A
MYO5A,Q99104,0.195793537444287,#N/A
NCBP3,Q8BZR9,#N/A,#N/A
ATG9A,Q68FE2,#N/A,#N/A
TTI2,Q8BGV4,#N/A,#N/A
SMRC2,Q6PDG5,0.0572453904598466,#N/A
SERC1,Q9QZI8,#N/A,#N/A
MPP10,Q810V0,0.02818498472239,#N/A
NUP42,Q8CIC2,#N/A,#N/A
S2512,Q8BH59,0.742176862952444,#N/A
SYEM,Q9CXJ1,#N/A,#N/A
TACC2,Q9JJG0,#N/A,#N/A
YTDC1,E9Q5K9,#N/A,#N/A
RXRB,P28704,0.0132619685809428,#N/A
AL3A1,P47739,#N/A,#N/A
CLIC3,Q9D7P7,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
RHG05,P97393,#N/A,#N/A
ARG28,P97433,#N/A,#N/A
GSH1,P97494,0.326900715439081,#N/A
DCAF7,P61963,#N/A,#N/A
DDX55,Q6ZPL9,#N/A,#N/A
APAF,O88879,#N/A,#N/A
GALNS,Q571E4,0.0922113264247544,#N/A
LOXL2,P58022,#N/A,#N/A
INT7,Q7TQK1,0.0243442377740746,#N/A
T22D2,E9Q7M2,#N/A,#N/A
INT14,Q8R3P6,0.035626761513235,#N/A
F111A,Q9D2L9,0.0142672595210477,#N/A
RHG12,Q8C0D4,0.0102698985825864,4.48702634615218
CD276,Q8VE98,#N/A,#N/A
SRGP1,Q91Z69,#N/A,#N/A
MASU1,Q9CWV0,0.0720944408592109,#N/A
CBL,P22682,0.0901731169808927,4.81419578137841
GNL3L,Q6PGG6,0.0169526117326606,#N/A
GYS1,Q9Z1E4,1.26930679501667,#N/A
PLBL2,Q3TCN2,0.0295213574911594,#N/A
RIOK1,Q922Q2,0.0514607403726982,#N/A
CTF8,P0CG15,#N/A,#N/A
EXOC4,O35382,0.00365825698711104,#N/A
LUM,P51885,0.017999919844255,#N/A
SGF29,Q9DA08,#N/A,#N/A
DCBD2,Q91ZV3,#N/A,#N/A
MED10,Q9CXU0,#N/A,#N/A
R12BA,Q80YR9,#N/A,#N/A
GALT1,O08912,0.00932412425776037,#N/A
TBD2B,Q3U0J8,#N/A,#N/A
MED19,Q8C1S0,#N/A,#N/A
ERD21,Q99JH8,0.012535649825448,#N/A
RIOX1,Q9JJF3,0.059967605763933,#N/A
CTF18,Q8BIW9,0.00598094203032595,#N/A
HAX1,O35387,0.0477807020908257,#N/A
EMAL2,Q7TNG5,0.443373784648961,#N/A
PGPI,Q9ESW8,#N/A,#N/A
MED11,Q9D8C6,#N/A,#N/A
PHAR4,Q501J7,#N/A,#N/A
PP12C,Q3UMT1,#N/A,#N/A
UTP4,Q8R2N2,0.0081699090289597,#N/A
YLPM1,Q9R0I7,#N/A,#N/A
HPS6,Q8BLY7,#N/A,#N/A
OS9,Q8K2C7,0.151768999092678,#N/A
UB2J1,Q9JJZ4,0.134169937763536,#N/A
ACOX1,Q9R0H0,0.000543236694142146,#N/A
RMD5A,Q80YQ8,#N/A,#N/A
TONSL,Q6NZL6,#N/A,#N/A
ANGE2,Q8K1C0,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
CACO2,A2A6M5,#N/A,#N/A
UBP4,P35123,0.155813089288102,#N/A
C2D1B,Q8BRN9,0.183459180152119,#N/A
CRIM1,Q9JLL0,#N/A,#N/A
PHC2,Q9QWH1,#N/A,#N/A
MED1,Q925J9,#N/A,#N/A
MYD88,P22366,0.0372575820529676,#N/A
AFAD,Q9QZQ1,0.0956955210773262,4.66288945392706
TYSD1,Q9DBA6,#N/A,#N/A
SCRN3,Q3TMH2,#N/A,#N/A
TBL3,Q8C4J7,0.0110386820646318,#N/A
ACSL1,P41216,0.0232270051538851,#N/A
GIT2,Q9JLQ2,0.10049595296829,#N/A
CEP43,Q66JX5,#N/A,#N/A
BCKD,O55028,0.0385356765999991,#N/A
NOTC2,O35516,0.00727580107219633,#N/A
RBM15,Q0VBL3,0.0225759431876499,#N/A
ATG4B,Q8BGE6,0.0236407346968477,#N/A
MED15,Q924H2,0.00360047185203433,#N/A
ST32C,Q8QZV4,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
UBP24,B1AY13,0.0229977455646302,#N/A
AGO2,Q8CJG0,0.0209447794982371,#N/A
STA13,Q923Q2,#N/A,#N/A
CLCC1,Q99LI2,0.166820726966757,#N/A
KIFC1,Q9QWT9,#N/A,#N/A
EMP3,O35912,#N/A,#N/A
P3H2,Q8CG71,#N/A,#N/A
UT14A,Q640M1,#N/A,#N/A
SNX24,Q9CRB0,#N/A,#N/A
E41L1,Q9Z2H5,#N/A,#N/A
ROCK1,P70335,0.017782810355677,#N/A
IF2M,Q91YJ5,#N/A,#N/A
CNO10,Q8BH15,0.0241684537621757,#N/A
ZDHC5,Q8VDZ4,#N/A,#N/A
NFM,P08553,#N/A,#N/A
ADNP,Q9Z103,#N/A,#N/A
PANK4,Q80YV4,#N/A,#N/A
LAMB2,Q61292,#N/A,#N/A
CAMP2,Q8C1B1,#N/A,#N/A
PTN14,Q62130,#N/A,#N/A
NOP14,Q8R3N1,0.0122120377075411,#N/A
VATF,Q9D1K2,0.750583677787499,#N/A
HTF4,Q61286,#N/A,#N/A
KANK2,Q8BX02,#N/A,#N/A
MK03,Q63844,0.174796781993491,#N/A
EVI2B,Q8VD58,0.295839907024049,#N/A
MOB3A,Q8BSU7,#N/A,#N/A
TGFR2,Q62312,#N/A,#N/A
SMRCD,Q04692,0.0238589306520254,#N/A
SYNM,Q8BGV0,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
PI51A,P70182,#N/A,#N/A
ACAP2,Q6ZQK5,0.298284267741282,#N/A
ESF1,Q3V1V3,#N/A,#N/A
SNTB1,Q99L88,#N/A,#N/A
UBP11,Q99K46,#N/A,#N/A
RIPL2,Q99LE1,#N/A,#N/A
CWC25,Q9DBF7,#N/A,#N/A
TRI16,Q99PP9,#N/A,#N/A
XRCC1,Q60596,#N/A,#N/A
MCE1,O55236,0.00563188504185714,#N/A
AKT2,Q60823,0.00981874035289449,#N/A
URGCP,Q5NCI0,#N/A,#N/A
LRC8E,Q66JT1,#N/A,#N/A
TBK1,Q9WUN2,0.0105368455265215,#N/A
PTN9,O35239,#N/A,#N/A
MYO1E,E9Q634,0.651229475725136,#N/A
GFPT2,Q9Z2Z9,#N/A,#N/A
ACAD8,Q9D7B6,#N/A,#N/A
RIPK1,Q60855,0.165096496741193,#N/A
IPRI,Q3TNL8,#N/A,#N/A
IASPP,Q5I1X5,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
ERCC2,O08811,#N/A,#N/A
TTL,P38585,#N/A,#N/A
P4R3B,Q922R5,0.0196586840354137,#N/A
ITPI2,Q922B9,#N/A,#N/A
KDM3B,Q6ZPY7,0.0150751618444317,#N/A
SMG8,Q8VE18,0.00644786753287216,#N/A
EXOC7,O35250,#N/A,#N/A
HOME3,Q99JP6,#N/A,#N/A
LRP10,Q7TQH7,#N/A,#N/A
CAN5,O08688,#N/A,#N/A
NOC2L,Q9WV70,0.11963962699713,#N/A
UBAP1,Q8BH48,#N/A,#N/A
EPHB2,P54763,#N/A,#N/A
MTMR1,Q9Z2C4,#N/A,#N/A
GCP4,Q9D4F8,0.00393979730538377,#N/A
SNX8,Q8CFD4,0.0245981730332192,#N/A
SEN54,Q8C2A2,#N/A,#N/A
KIFA3,P70188,#N/A,#N/A
RBM28,Q8CGC6,0.0543530415093868,#N/A
PKP2,Q9CQ73,#N/A,#N/A
P4HTM,Q8BG58,#N/A,#N/A
NUB1,P54729,0.434683243290867,#N/A
ADAM9,Q61072,0.0168810669783829,#N/A
FLCN,Q8QZS3,#N/A,#N/A
PLPP,P60487,#N/A,#N/A
SENP3,Q9EP97,0.0193678838313328,4.27381856243851
F120C,Q8C3F2,#N/A,#N/A
CNDH2,Q8BSP2,0.00852337118668275,#N/A
INT4,Q8CIM8,0.0136348374141037,#N/A
HAUS8,Q99L00,#N/A,#N/A
KIF3A,P28741,#N/A,#N/A
TATD1,Q6P8M1,#N/A,#N/A
PDXD1,Q99K01,0.515146165444426,#N/A
GATA,Q9CZN8,#N/A,#N/A
DOC10,Q8BZN6,0.390577048465776,#N/A
TRI56,Q80VI1,0.0461662427874445,#N/A
ARHGA,Q8C033,#N/A,#N/A
NDC1,Q8VCB1,0.0636960409202668,#N/A
NQO1,Q64669,#N/A,#N/A
GCR,P06537,#N/A,#N/A
PPA6,Q8BP40,0.0873937967407033,#N/A
KS6A4,Q9Z2B9,#N/A,#N/A
IL6RB,Q00560,#N/A,#N/A
I2BPL,Q8K3X4,0.427486286304435,4.15679248277482
SFR19,Q5U4C3,#N/A,#N/A
RFIP1,Q9D620,#N/A,#N/A
TFDP1,Q08639,0.0356167809267099,#N/A
ELOA1,Q8CB77,0.00724910033649937,#N/A
PI3R4,Q8VD65,0.00545434739682841,#N/A
TF2H1,Q9DBA9,#N/A,#N/A
YTDC2,B2RR83,0.00167006346590711,#N/A
GALT5,Q8C102,#N/A,#N/A
E2AK4,Q9QZ05,#N/A,#N/A
LRSM1,Q80ZI6,#N/A,#N/A
SDC4,O35988,#N/A,#N/A
AKA12,Q9WTQ5,#N/A,#N/A
DVL2,Q60838,#N/A,#N/A
RRP7A,Q9D1C9,#N/A,#N/A
APC1,P53995,0.0245061135937544,#N/A
MARK3,Q03141,#N/A,#N/A
FILA2,Q2VIS4,0.00182494711820813,#N/A
TOP3A,O70157,#N/A,#N/A
LRBA,Q9ESE1,0.0283561192569022,#N/A
ZN638,Q61464,0.00649901943828486,4.3186615528043
CASP2,P29594,#N/A,#N/A
OTUD4,B2RRE7,#N/A,#N/A
KPRP,B2RUR4,#N/A,#N/A
CTL1,Q6X893,0.0667341603435614,#N/A
CC90B,Q8C3X2,0.01359837325564,#N/A
#N/A,#N/A,#N/A,#N/A
ITB5,O70309,#N/A,#N/A
TPRGL,Q9DBS2,0.303965799758778,#N/A
#N/A,#N/A,#N/A,#N/A
VPS50,Q8CI71,0.0592269523630379,#N/A
KS6A1,P18653,0.0662402903351584,#N/A
YES,Q04736,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
SG196,Q3TUA9,#N/A,#N/A
PTTG1,Q9CQJ7,#N/A,#N/A
ZDH17,Q80TN5,#N/A,#N/A
TITIN,A2ASS6,0.000131085596135826,#N/A
ECD,Q9CS74,0.01699355142176,#N/A
VMP1,Q99KU0,0.0302314343412085,#N/A
AT2B4,Q6Q477,#N/A,#N/A
RECQ1,Q9Z129,#N/A,#N/A
PI42B,Q80XI4,0.0181196027562852,#N/A
PALS1,Q9JLB2,#N/A,#N/A
IMDH1,P50096,0.535173204306677,#N/A
ZWINT,Q9CQU5,#N/A,#N/A
GNPAT,P98192,#N/A,#N/A
NOL6,Q8R5K4,0.00228520698067694,#N/A
MOT2,O70451,#N/A,#N/A
CDK13,Q69ZA1,0.00642296886061955,4.95807008528343
DYN1,P39053,0.0119331428663847,#N/A
MA1A2,P39098,0.0152196758470191,#N/A
DDX31,Q6NZQ2,#N/A,#N/A
CTNL1,O88327,#N/A,#N/A
PK3C3,Q6PF93,#N/A,#N/A
DHX8,A2A4P0,#N/A,#N/A
EXOC6,Q8R313,#N/A,#N/A
GEMI2,Q9CQQ4,#N/A,#N/A
ADAM8,Q05910,#N/A,#N/A
UBXN6,Q99PL6,0.00500777548876001,#N/A
#N/A,#N/A,#N/A,#N/A
DAF1,Q61475,#N/A,#N/A
MORC3,F7BJB9,0.112759333742168,#N/A
CNO11,Q9CWN7,0.0202782849381957,#N/A
WASC4,Q3UMB9,0.0126055270933137,#N/A
GAK,Q99KY4,0.0591424501248952,#N/A
#N/A,#N/A,#N/A,#N/A
LMF2,Q8C3X8,0.00937471179112389,#N/A
RNF10,Q3UIW5,0.0132259707705817,#N/A
TEX10,Q3URQ0,0.0150035118498553,#N/A
PLEK2,Q9WV52,#N/A,#N/A
CTF1,Q60753,#N/A,#N/A
IKKA,Q60680,#N/A,#N/A
ZN598,Q80YR4,#N/A,#N/A
DAXX,O35613,#N/A,#N/A
OGFD2,Q9CQ04,#N/A,#N/A
IREB2,Q811J3,0.00675499644575619,#N/A
CNOT8,Q9D8X5,0.00627765761407159,#N/A
WDR44,Q6NVE8,#N/A,#N/A
GRDN,Q5SNZ0,0.0013227940307236,#N/A
GLMN,Q8BZM1,0.0221400575909303,#N/A
PLS3,Q9JIZ9,#N/A,#N/A
PKP3,Q9QY23,#N/A,#N/A
METH,A6H5Y3,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
EH1L1,Q99MS7,0.0518679482047187,4.3362580856501
AFTIN,Q80WT5,0.00683800903918033,#N/A
PTPRJ,Q64455,0.0211465775471161,#N/A
UTP20,Q5XG71,0.0117531621111255,#N/A
FZD6,Q61089,#N/A,#N/A
S35E1,Q8CD26,#N/A,#N/A
GCC2,Q8CHG3,#N/A,#N/A
INT5,Q8CHT3,0.0308079284291242,#N/A
#N/A,#N/A,#N/A,#N/A
B3A2,P13808,0.00802336609495608,#N/A
NCOA7,Q6DFV7,#N/A,#N/A
DHSD,Q9CXV1,0.0894804858569831,#N/A
VCIP1,Q8CDG3,0.0190319449768625,#N/A
STK33,Q924X7,#N/A,#N/A
CHK1,O35280,#N/A,#N/A
VAV2,Q60992,#N/A,#N/A
RN214,Q8BFU3,#N/A,#N/A
KI21A,Q9QXL2,#N/A,#N/A
LAMC1,P02468,#N/A,#N/A
LIPB1,Q8C8U0,0.0202344829146605,#N/A
KCC4,P08414,#N/A,#N/A
PP1RA,Q80W00,#N/A,#N/A
NSMA3,Q6ZPR5,0.0307357353028853,#N/A
WNK1,P83741,0.0289500312684996,#N/A
TDRD7,Q8K1H1,0.00121493216596794,#N/A
ZCCHL,Q8BFR1,#N/A,#N/A
ANKL2,Q6P1H6,0.0296282454287174,#N/A
GRN,P28798,0.122931761651272,#N/A
SMUF2,A2A5Z6,#N/A,#N/A
AL4A1,Q8CHT0,0.0224574436215179,#N/A
SMCA2,Q6DIC0,0.00273860016568255,4.25478981721861
#N/A,#N/A,#N/A,#N/A
PIEZ1,E2JF22,#N/A,#N/A
ALG9,Q8VDI9,0.0102482998541002,#N/A
SRSF4,Q8VE97,0.166618481599954,#N/A
RB15B,Q6PHZ5,#N/A,#N/A
LRC41,Q8K1C9,0.0355098037061716,#N/A
PXDN,Q3UQ28,#N/A,#N/A
COQ8B,Q566J8,#N/A,#N/A
LRC8C,Q8R502,#N/A,#N/A
M4K4,P97820,0.0219172981106943,#N/A
TSC2,Q61037,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
ACADS,Q07417,0.138263283025763,#N/A
AATF,Q9JKX4,0.0342791161290618,#N/A
RASA3,Q60790,0.0394729340273088,#N/A
ASXL1,P59598,#N/A,#N/A
RANB9,P69566,0.0273259962494275,#N/A
EHBP1,Q69ZW3,#N/A,#N/A
THADA,A8C756,0.0144661950845416,#N/A
AVL9,Q80U56,#N/A,#N/A
TRI26,Q99PN3,0.0101751389880473,#N/A
MK08,Q91Y86,#N/A,#N/A
STOM,P54116,0.726117485001635,#N/A
SEPT6,Q9R1T4,0.0497744624678001,#N/A
#N/A,#N/A,#N/A,#N/A
2ABD,Q925E7,0.00481645988113789,#N/A
ABCB6,Q9DC29,0.0127068334445074,#N/A
SIN3B,Q62141,#N/A,#N/A
MTMRC,Q80TA6,#N/A,#N/A
UBR5,Q80TP3,0.00100603846423304,#N/A
SYNE2,Q6ZWQ0,#N/A,#N/A
MYO9B,Q9QY06,0.0659817375346002,4.21569624515181
ZNFX1,Q8R151,0.00491632770218994,#N/A
EXC6B,A6H5Z3,#N/A,#N/A
#N/A,#N/A,#N/A,#N/A
SAC2,Q8CDA1,0.0122132813375426,#N/A
CARL1,Q6EDY6,#N/A,#N/A
FARP1,F8VPU2,#N/A,#N/A
ERCC1,P07903,#N/A,#N/A
LPIN1,Q91ZP3,#N/A,#N/A
BRD9,Q3UQU0,#N/A,#N/A
TUT7,Q5BLK4,0.0101710591838771,#N/A
KPCD2,Q8BZ03,#N/A,#N/A
GUF1,Q8C3X4,#N/A,#N/A
RICTR,Q6QI06,#N/A,#N/A
MGLL,O35678,#N/A,#N/A
KPCD1,Q62101,#N/A,#N/A
LAMA5,Q61001,#N/A,#N/A
TANC1,Q0VGY8,#N/A,#N/A
CBPC1,Q641K1,#N/A,#N/A
VP33A,Q9D2N9,0.00201863806962371,#N/A
XPO4,Q9ESJ0,0.0341449067582443,#N/A
AKP13,E9Q394,0.000722278180017917,#N/A
ANTR1,Q9CZ52,#N/A,#N/A
CSMD1,Q923L3,#N/A,#N/A
VKGC,Q9QYC7,#N/A,#N/A
GGA2,Q6P5E6,0.00927765517138139,#N/A
AGAP3,Q8VHH5,0.00907392402908476,#N/A
NADK,P58058,0.540575690578894,#N/A
CI114,Q3UHX9,#N/A,#N/A
SCN5A,Q9JJV9,#N/A,#N/A
S14L1,A8Y5H7,#N/A,#N/A
MINK1,Q9JM52,0.00304759837575589,#N/A
#N/A,#N/A,#N/A,#N/A
